Wall time,Step,Value
1692126849.962258,127,0.38309812545776367
1692127725.4130769,255,0.36342376470565796
1692128599.8237436,383,0.36051541566848755
1692129477.4374487,511,0.35863420367240906
1692130364.4010503,639,0.357330322265625
1692131251.1577263,767,0.35506266355514526
1692132113.0953035,895,0.35341155529022217
1692132979.5754116,1023,0.3502146899700165
1692133841.0815868,1151,0.34785348176956177
1692134700.5256987,1279,0.346027672290802
1692135567.4532185,1407,0.34373214840888977
1692136427.9184835,1535,0.3414076268672943
1692137292.9805393,1663,0.33813366293907166
1692138164.1610038,1791,0.3358319401741028
1692139027.3975964,1919,0.3315519690513611
1692139888.257335,2047,0.3281612992286682
