Wall time,Step,Value
1692092350.8467035,0,0.49579891562461853
1692092371.5471582,3,0.48784467577934265
1692092378.4481826,4,0.48325005173683167
1692092420.5290055,10,0.44631725549697876
1692092427.5727026,11,0.46855491399765015
1692092448.472572,14,0.4345047175884247
1692092455.2766383,15,0.4409511387348175
1692092476.1279714,18,0.44740036129951477
1692092483.1842499,19,0.44326168298721313
1692092490.1943583,20,0.4535389840602875
1692092504.1624036,22,0.46648651361465454
1692092511.1570566,23,0.4691365957260132
1692092533.295211,26,0.43748289346694946
1692092540.694266,27,0.43481552600860596
1692092583.014872,33,0.4280320405960083
1692092604.0644083,36,0.4579346477985382
1692092610.9450188,37,0.44827449321746826
1692092617.9073827,38,0.4493923485279083
1692092624.9851613,39,0.44251465797424316
1692092631.9130783,40,0.4279308617115021
1692092681.018116,47,0.4380849003791809
1692092687.7652535,48,0.4449191987514496
1692092694.6361158,49,0.44527196884155273
1692092708.1692717,51,0.42836251854896545
1692092715.0440445,52,0.4369112253189087
1692092729.153656,54,0.4298076033592224
1692092749.5994573,57,0.426219642162323
1692092770.3515093,60,0.42204368114471436
1692092777.2096236,61,0.44996199011802673
1692092783.9645193,62,0.42449092864990234
1692092790.8080251,63,0.4153068959712982
1692092804.4438381,65,0.43661659955978394
1692092811.2663293,66,0.4110022485256195
1692092818.1937528,67,0.4505713880062103
1692092825.2621996,68,0.4606260061264038
1692092839.8094516,70,0.4591948986053467
1692092847.0402148,71,0.4471769332885742
1692092890.1312873,77,0.4452715516090393
1692092904.0822425,79,0.4264351427555084
1692092910.9230428,80,0.41697731614112854
1692092924.697473,82,0.41331374645233154
1692092946.8807373,85,0.4511505961418152
1692092975.4303255,89,0.44286084175109863
1692092982.6143253,90,0.4508490562438965
1692093017.754264,95,0.40873515605926514
1692093046.5788994,99,0.4338034391403198
1692093053.777935,100,0.4383912980556488
1692093075.2085133,103,0.43979161977767944
1692093096.0351937,106,0.4204421937465668
1692093103.0022302,107,0.42669427394866943
1692093117.3744655,109,0.41697853803634644
1692093152.9280283,114,0.4409064054489136
1692093167.0167887,116,0.4304545521736145
1692093202.4656692,121,0.42392587661743164
1692093230.985947,125,0.4215990900993347
1692093238.0780413,126,0.4285123944282532
1692093467.725455,128,0.40948325395584106
1692093512.4937015,130,0.427189439535141
1692093531.4267998,131,0.4195469915866852
1692093550.2968366,132,0.43780606985092163
1692093577.0160344,136,0.436273992061615
1692093584.0097442,137,0.4295053482055664
1692093624.8444803,143,0.44687992334365845
1692093631.7612162,144,0.43503081798553467
1692093645.3978672,146,0.4389568269252777
1692093652.3651395,147,0.42970943450927734
1692093673.0904253,150,0.4152786433696747
1692093721.706686,157,0.43080732226371765
1692093735.4989562,159,0.4324260354042053
1692093742.5855,160,0.4368820786476135
1692093756.4426608,162,0.40367475152015686
1692093770.198124,164,0.41992586851119995
1692093811.8047392,170,0.44035664200782776
1692093818.8392632,171,0.4168601930141449
1692093825.7035415,172,0.4291766881942749
1692093846.8367004,175,0.4257601201534271
1692093853.9205408,176,0.4458927810192108
1692093860.8049433,177,0.4317900538444519
1692093867.8674083,178,0.42685818672180176
1692093881.863623,180,0.42311760783195496
1692093888.741036,181,0.4341166317462921
1692093909.8361769,184,0.40073373913764954
1692093917.0402591,185,0.4247991442680359
1692093924.0286605,186,0.41402164101600647
1692093944.8839703,189,0.42437392473220825
1692093951.748092,190,0.4275253713130951
1692093958.6850371,191,0.41430583596229553
1692093965.4766145,192,0.40766069293022156
1692093986.2220492,195,0.4405858814716339
1692094013.9341142,199,0.4257582128047943
1692094020.892077,200,0.4335314929485321
