Wall time,Step,Value
1692146128.3502154,127,54.0
1692147377.5827127,255,54.0
1692148614.4859548,383,44.0
1692149834.3189533,511,32.0
1692151061.2571533,639,40.0
1692152274.2757287,767,56.0
1692153557.9006298,895,72.0
1692154907.0162485,1023,72.0
1692156142.3366754,1151,58.0
1692157357.2266107,1279,80.0
1692158570.7946436,1407,74.0
1692159790.958291,1535,92.0
1692161021.8696566,1663,26.0
1692162257.152412,1791,66.0
1692163510.9006536,1919,80.0
1692164769.65502,2047,76.0
