Wall time,Step,Value
1692093294.0855947,127,34.0
1692094493.5959697,255,54.0
1692095559.5993757,383,46.0
1692096548.338113,511,20.0
1692097531.0531704,639,52.0
1692098535.6120284,767,48.0
1692099514.3192031,895,54.0
1692100495.4935868,1023,86.0
1692101467.3760326,1151,78.0
1692102475.992239,1279,64.0
1692103540.2198799,1407,68.0
1692104565.9277837,1535,60.0
1692105558.105499,1663,52.0
1692106531.669789,1791,66.0
1692107548.6492088,1919,58.0
1692108547.4324903,2047,62.0
