Wall time,Step,Value
1692126851.4052446,127,30.0
1692127721.1321468,255,70.0
1692128579.6427712,383,54.0
1692129441.8636725,511,42.0
1692130323.9261234,639,62.0
1692131199.19386,767,52.0
1692132077.420219,895,56.0
1692132970.3611717,1023,60.0
1692133847.4050276,1151,80.0
1692134706.301579,1279,84.0
1692135569.832913,1407,84.0
1692136426.8416376,1535,94.0
1692137295.4658186,1663,88.0
1692138171.0589428,1791,76.0
1692139050.0405345,1919,86.0
1692139921.5623205,2047,84.0
