Wall time,Step,Value
1692187497.044713,0,0.4634059965610504
1692187521.0743868,3,0.45631662011146545
1692187529.054428,4,0.4376659095287323
1692187577.7112212,10,0.3892488479614258
1692187585.631427,11,0.432791531085968
1692187610.0389264,14,0.3798721134662628
1692187618.352522,15,0.36124610900878906
1692187642.7936041,18,0.4057461619377136
1692187651.054589,19,0.3903709053993225
1692187659.2531178,20,0.3868565559387207
1692187675.7567956,22,0.3995591700077057
1692187683.8259873,23,0.4082445800304413
1692187708.612884,26,0.38293346762657166
1692187716.9088533,27,0.3509391248226166
1692187766.0979073,33,0.3595174551010132
1692187790.8733306,36,0.33203092217445374
1692187799.1139781,37,0.34838271141052246
1692187807.431828,38,0.37294167280197144
1692187815.6379313,39,0.3988127112388611
1692187823.909993,40,0.3665096163749695
1692187881.5199904,47,0.35814177989959717
1692187889.7130268,48,0.3660486340522766
1692187897.8408327,49,0.3868701159954071
1692187914.22423,51,0.3716632127761841
1692187922.573996,52,0.37311574816703796
1692187939.0268102,54,0.3692513406276703
1692187963.9074485,57,0.3571610450744629
1692187988.4184458,60,0.3450091481208801
1692187996.69892,61,0.34558698534965515
1692188004.9523633,62,0.38803911209106445
1692188013.1524956,63,0.3561982810497284
1692188029.763917,65,0.3500826954841614
1692188038.1487095,66,0.35928070545196533
1692188046.3821633,67,0.37647056579589844
1692188054.7989683,68,0.34299588203430176
1692188071.4177127,70,0.3568169176578522
1692188079.868176,71,0.36554810404777527
1692188129.8409119,77,0.34945130348205566
1692188146.640514,79,0.35138991475105286
1692188155.099528,80,0.37392497062683105
1692188171.7644515,82,0.36328598856925964
1692188197.1041534,85,0.3699834644794464
1692188230.8421857,89,0.3727017939090729
1692188239.1635313,90,0.3638743460178375
1692188281.170596,95,0.3575148582458496
1692188314.9275417,99,0.3586901128292084
1692188323.4303212,100,0.35313138365745544
1692188348.8091655,103,0.39170390367507935
1692188374.2672868,106,0.3364986181259155
1692188382.8881748,107,0.4055149257183075
1692188399.9129689,109,0.3521055281162262
1692188442.6986985,114,0.37321048974990845
1692188459.600189,116,0.3707270920276642
1692188501.7257085,121,0.3590127229690552
1692188535.1576533,125,0.36202317476272583
1692188543.5774498,126,0.3563399910926819
1692188590.5029445,128,0.38252732157707214
1692188608.9484835,130,0.33562523126602173
1692188617.1046271,131,0.35151585936546326
1692188625.214061,132,0.3657902479171753
1692188657.8464632,136,0.38411369919776917
1692188666.254614,137,0.37896037101745605
1692188716.2086334,143,0.36865073442459106
1692188724.668238,144,0.37530288100242615
1692188741.2614357,146,0.37147635221481323
1692188749.376778,147,0.35220059752464294
1692188774.4978974,150,0.35398203134536743
1692188832.682281,157,0.36209815740585327
1692188849.26682,159,0.3963126838207245
1692188857.584254,160,0.3615947663784027
1692188874.1846297,162,0.3639070689678192
1692188890.8460839,164,0.3625430762767792
1692188941.2568731,170,0.36211371421813965
1692188949.7872095,171,0.3753993511199951
1692188958.1032293,172,0.3633371591567993
1692188983.5018363,175,0.37661439180374146
1692188991.980512,176,0.3508225083351135
1692189000.3326018,177,0.3629922568798065
1692189008.7983456,178,0.34492504596710205
1692189025.4429216,180,0.3604469299316406
1692189033.915216,181,0.3704582154750824
1692189058.7910914,184,0.3917964696884155
1692189067.1892014,185,0.3424524962902069
1692189075.534095,186,0.3809947073459625
1692189100.323807,189,0.38130873441696167
1692189108.6878815,190,0.35624420642852783
1692189116.8436713,191,0.3451950252056122
1692189125.2498832,192,0.3513117730617523
1692189150.5728464,195,0.3768586814403534
1692189184.3385143,199,0.35184603929519653
1692189192.845495,200,0.35150712728500366
1692189209.8121674,202,0.3726985454559326
1692189218.1961043,203,0.3701289892196655
1692189226.7421227,204,0.35882338881492615
1692189235.078298,205,0.3682798445224762
1692189252.159668,207,0.3454226851463318
1692189268.7843688,209,0.3354806900024414
1692189285.5767233,211,0.35160356760025024
1692189302.2742267,213,0.35828858613967896
1692189318.914241,215,0.3718095123767853
1692189327.2581923,216,0.3602031171321869
1692189343.8442578,218,0.34905970096588135
1692189352.0739691,219,0.34135594964027405
1692189360.438627,220,0.35039255023002625
1692189368.9089973,221,0.3539050817489624
1692189377.2252684,222,0.350239098072052
1692189394.072574,224,0.3533931374549866
1692189402.544816,225,0.3334023952484131
1692189436.2600617,229,0.3564623296260834
1692189487.2195923,235,0.3608844578266144
1692189504.28757,237,0.3619620203971863
1692189512.6096764,238,0.3732720613479614
1692189521.1123793,239,0.3502686023712158
1692189537.819852,241,0.3260565400123596
1692189546.0725842,242,0.35942187905311584
1692189562.8931558,244,0.335508793592453
1692189571.0472941,245,0.3366515338420868
1692189579.4667873,246,0.35730189085006714
1692189587.7106986,247,0.336808443069458
1692189629.8826995,252,0.3452485203742981
1692189638.4759607,253,0.34388184547424316
1692189646.8965907,254,0.3666628301143646
1692189699.6254423,257,0.36120375990867615
1692189707.5616417,258,0.3367774486541748
1692189715.857723,259,0.3612182140350342
1692189723.7994878,260,0.3511156737804413
