Wall time,Step,Value
1692165561.5924466,0,0.5906031727790833
1692165587.7927103,3,0.5196205973625183
1692165596.5129836,4,0.5125231146812439
1692165649.8671145,10,0.46694454550743103
1692165658.6384392,11,0.5041056275367737
1692165685.2411344,14,0.4528774619102478
1692165694.1685617,15,0.42776432633399963
1692165720.6545765,18,0.3729880154132843
1692165729.570956,19,0.4176872968673706
1692165738.3731618,20,0.39289796352386475
1692165756.422435,22,0.3962342143058777
1692165765.366834,23,0.37921640276908875
1692165792.2611282,26,0.4092574715614319
1692165801.3059006,27,0.38733506202697754
1692165855.902353,33,0.38897860050201416
1692165883.0660052,36,0.38724929094314575
1692165891.9765859,37,0.4052470326423645
1692165901.1071036,38,0.3665371537208557
1692165910.0281212,39,0.3939109444618225
1692165918.9515986,40,0.3880232274532318
1692165979.9973052,47,0.36848193407058716
1692165988.6270015,48,0.38509130477905273
1692165997.472815,49,0.3685801327228546
1692166015.3246706,51,0.35691115260124207
1692166024.249429,52,0.3707563877105713
1692166041.8314815,54,0.411857545375824
1692166068.4670715,57,0.37709924578666687
1692166095.197623,60,0.36579054594039917
1692166104.2471554,61,0.36923032999038696
1692166113.1562111,62,0.37984758615493774
1692166122.248589,63,0.35832101106643677
1692166140.1342354,65,0.39367860555648804
1692166149.1300285,66,0.3872256875038147
1692166158.2067413,67,0.3723982870578766
1692166167.2577822,68,0.38858562707901
1692166185.2293737,70,0.36817339062690735
1692166194.2696705,71,0.3879239857196808
1692166248.1214886,77,0.3647729754447937
1692166266.0736556,79,0.38506466150283813
1692166275.0894992,80,0.37008869647979736
1692166293.0617664,82,0.38588252663612366
1692166320.2545502,85,0.37913233041763306
1692166356.1936028,89,0.38997241854667664
1692166364.9493632,90,0.3786355257034302
1692166409.535582,95,0.3444473445415497
1692166445.5548928,99,0.3778693675994873
1692166454.405093,100,0.3808467388153076
1692166481.3107095,103,0.36904212832450867
1692166508.573195,106,0.3982609212398529
1692166517.6058419,107,0.3534335196018219
1692166535.7690365,109,0.37017980217933655
1692166581.5962787,114,0.36970239877700806
1692166600.2322114,116,0.3570829927921295
1692166645.861791,121,0.3880583345890045
1692166683.13552,125,0.36318734288215637
1692166692.5404782,126,0.38798069953918457
1692166854.40532,128,0.364471435546875
1692166905.4333222,130,0.3477173447608948
1692166917.3841636,131,0.35664796829223633
1692166925.9989994,132,0.372335284948349
1692166961.890399,136,0.3856200575828552
1692166970.9681141,137,0.3502061665058136
1692167025.5397723,143,0.37153202295303345
1692167034.6781569,144,0.3719491958618164
1692167053.0418644,146,0.36195820569992065
1692167062.157283,147,0.36605823040008545
1692167089.7476804,150,0.3794712722301483
1692167153.3414028,157,0.36765924096107483
1692167171.5467918,159,0.38294658064842224
1692167180.8998106,160,0.38781261444091797
1692167199.43094,162,0.3813591003417969
1692167217.9024205,164,0.34817594289779663
1692167272.9740334,170,0.37426063418388367
1692167282.1262932,171,0.364503413438797
1692167291.3929513,172,0.3856810927391052
1692167318.5540025,175,0.36715206503868103
1692167327.7712483,176,0.3697057068347931
1692167336.6209316,177,0.35573288798332214
1692167345.706012,178,0.3762935996055603
1692167363.9045398,180,0.3723696172237396
1692167373.1901867,181,0.35234129428863525
1692167400.741967,184,0.378954142332077
1692167410.094294,185,0.3873021602630615
1692167419.4938517,186,0.3612760901451111
1692167447.1232228,189,0.38138702511787415
1692167456.4366467,190,0.3571959435939789
1692167465.850866,191,0.3702133297920227
1692167474.9672332,192,0.3576424717903137
1692167502.7092896,195,0.39440351724624634
1692167539.8071263,199,0.35427194833755493
1692167549.0706964,200,0.372914582490921
1692167567.4803827,202,0.3699977695941925
1692167576.63583,203,0.36192575097084045
1692167585.8428977,204,0.34914708137512207
1692167595.0498774,205,0.3609393537044525
1692167613.7017412,207,0.37610772252082825
1692167632.2075088,209,0.3785806894302368
1692167650.672346,211,0.36793068051338196
1692167669.2022612,213,0.3660288155078888
1692167687.6984954,215,0.38399142026901245
1692167696.9734206,216,0.3286594748497009
1692167715.380201,218,0.38556307554244995
1692167724.5875094,219,0.3324524164199829
1692167733.7245228,220,0.32605716586112976
1692167742.9509647,221,0.37504398822784424
1692167752.0185761,222,0.3884909451007843
1692167770.4654102,224,0.36084067821502686
1692167779.7487588,225,0.3674090802669525
1692167816.5479524,229,0.3806260824203491
1692167871.0049937,235,0.3408929109573364
1692167889.2123375,237,0.34238773584365845
1692167898.2035077,238,0.35958805680274963
1692167907.3116891,239,0.3626129627227783
1692167925.5004723,241,0.3510957360267639
1692167934.4898741,242,0.36332160234451294
1692167952.8202124,244,0.3679577708244324
